pozisyon,sirket,sehir,aciklama,gereksinimler
Veri Analisti,Techsoft,Eskişehir,"Web projeleri için HTML, CSS ve modern framework'lere hakim front-end geliştirici arıyoruz.","Yeni teknolojileri öğrenmeye açıklık, Üniversitelerin ilgili bölümlerinden mezun olmak, Takım çalışmasına yatkınlık, İyi derecede İngilizce bilgisi, Analitik düşünme yeteneği"
Mobil Uygulama Geliştiricisi,DeepAI,Bursa,Mobil uygulama geliştirme projeleri için Android ve iOS deneyimi olan geliştirici arıyoruz.,"İlgili teknolojilerde bilgi ve tecrübe, Üniversitelerin ilgili bölümlerinden mezun olmak, Problem çözme becerisi, Analitik düşünme yeteneği, Takım çalışmasına yatkınlık"
Java Yazılım Mühendisi,DeepAI,Ankara,"Web projeleri için HTML, CSS ve modern framework'lere hakim front-end geliştirici arıyoruz.","İyi derecede İngilizce bilgisi, Analitik düşünme yeteneği, Problem çözme becerisi"
Makine Öğrenmesi Uzmanı,WebZone,Eskişehir,"Web projeleri için HTML, CSS ve modern framework'lere hakim front-end geliştirici arıyoruz.","Takım çalışmasına yatkınlık, Problem çözme becerisi, En az 3 yıl yazılım geliştirme deneyimi"
Frontend Developer,Techsoft,Ankara,Yazılım departmanımızda görevlendirilmek üzere Java konusunda en az 3 yıl deneyimli mühendis aramaktayız.,"Üniversitelerin ilgili bölümlerinden mezun olmak, Analitik düşünme yeteneği, İyi derecede İngilizce bilgisi"
Java Yazılım Mühendisi,Techsoft,Gaziantep,"Frontend projelerinde görev alacak, React ve JavaScript konusunda tecrübeli ekip arkadaşları arıyoruz.","İlgili teknolojilerde bilgi ve tecrübe, Analitik düşünme yeteneği, En az 3 yıl yazılım geliştirme deneyimi"
Java Yazılım Mühendisi,Mobilify,Bursa,"Makine öğrenmesi projelerinde çalışacak, TensorFlow veya PyTorch kütüphanelerine hakim mühendis arayışımız vardır.","Takım çalışmasına yatkınlık, En az 3 yıl yazılım geliştirme deneyimi, Yeni teknolojileri öğrenmeye açıklık, Problem çözme becerisi, İlgili teknolojilerde bilgi ve tecrübe"
Veri Analisti,Techsoft,Antalya,Mobil uygulama geliştirme projeleri için Android ve iOS deneyimi olan geliştirici arıyoruz.,"Problem çözme becerisi, Analitik düşünme yeteneği, İlgili teknolojilerde bilgi ve tecrübe"
Frontend Developer,VeriPlus,İzmir,"Veri analizi projelerinde yer alacak, SQL ve Python bilgisine sahip adaylar tercih sebebidir.","Problem çözme becerisi, Takım çalışmasına yatkınlık, İyi derecede İngilizce bilgisi, En az 3 yıl yazılım geliştirme deneyimi, Yeni teknolojileri öğrenmeye açıklık"
Frontend Developer,BüyükVeri Ltd.,Eskişehir,"Firmamız için deneyimli bir Python geliştiricisi arıyoruz. Ekip çalışmasına yatkın, problem çözme becerileri yüksek adaylar tercih edilecektir.","Üniversitelerin ilgili bölümlerinden mezun olmak, İlgili teknolojilerde bilgi ve tecrübe, Yeni teknolojileri öğrenmeye açıklık, İyi derecede İngilizce bilgisi, Problem çözme becerisi"
Frontend Developer,Techsoft,Antalya,"Veri analizi projelerinde yer alacak, SQL ve Python bilgisine sahip adaylar tercih sebebidir.","Problem çözme becerisi, Yeni teknolojileri öğrenmeye açıklık, İyi derecede İngilizce bilgisi"
Python Geliştiricisi,BüyükVeri Ltd.,İzmir,"Büyük veri projelerinde yer alacak, veri görselleştirme araçları konusunda deneyimli veri mühendisi arıyoruz.","En az 3 yıl yazılım geliştirme deneyimi, Üniversitelerin ilgili bölümlerinden mezun olmak, Takım çalışmasına yatkınlık, Yeni teknolojileri öğrenmeye açıklık, İlgili teknolojilerde bilgi ve tecrübe"
Frontend Developer,DeepAI,Gaziantep,"Büyük veri projelerinde yer alacak, veri görselleştirme araçları konusunda deneyimli veri mühendisi arıyoruz.",Belirtilmemiş
Web Geliştirici,Techsoft,Bursa,"Firmamız için deneyimli bir Python geliştiricisi arıyoruz. Ekip çalışmasına yatkın, problem çözme becerileri yüksek adaylar tercih edilecektir.","Yeni teknolojileri öğrenmeye açıklık, Problem çözme becerisi, İlgili teknolojilerde bilgi ve tecrübe, İyi derecede İngilizce bilgisi, Üniversitelerin ilgili bölümlerinden mezun olmak"
Veri Analisti,Mobilify,İzmir,"Web projeleri için HTML, CSS ve modern framework'lere hakim front-end geliştirici arıyoruz.","Yeni teknolojileri öğrenmeye açıklık, En az 3 yıl yazılım geliştirme deneyimi, İlgili teknolojilerde bilgi ve tecrübe, Üniversitelerin ilgili bölümlerinden mezun olmak, Analitik düşünme yeteneği"
Python Geliştiricisi,VeriPlus,Bursa,Belirtilmemiş,Belirtilmemiş
Java Yazılım Mühendisi,Techsoft,Bursa,Yazılım departmanımızda görevlendirilmek üzere Java konusunda en az 3 yıl deneyimli mühendis aramaktayız.,"İyi derecede İngilizce bilgisi, İlgili teknolojilerde bilgi ve tecrübe, Üniversitelerin ilgili bölümlerinden mezun olmak"
Veri Analisti,DeepAI,Eskişehir,Yazılım departmanımızda görevlendirilmek üzere Java konusunda en az 3 yıl deneyimli mühendis aramaktayız.,"En az 3 yıl yazılım geliştirme deneyimi, Problem çözme becerisi, Yeni teknolojileri öğrenmeye açıklık, İlgili teknolojilerde bilgi ve tecrübe"
Python Geliştiricisi,WebZone,Antalya,Mobil uygulama geliştirme projeleri için Android ve iOS deneyimi olan geliştirici arıyoruz.,"İlgili teknolojilerde bilgi ve tecrübe, En az 3 yıl yazılım geliştirme deneyimi, İyi derecede İngilizce bilgisi"
Veri Mühendisi,DeepAI,Eskişehir,"Veri analizi projelerinde yer alacak, SQL ve Python bilgisine sahip adaylar tercih sebebidir.","Problem çözme becerisi, Analitik düşünme yeteneği, Takım çalışmasına yatkınlık, En az 3 yıl yazılım geliştirme deneyimi"
Java Yazılım Mühendisi,Techsoft,İzmir,"Frontend projelerinde görev alacak, React ve JavaScript konusunda tecrübeli ekip arkadaşları arıyoruz.",Belirtilmemiş
Veri Analisti,VeriPlus,Antalya,Yazılım departmanımızda görevlendirilmek üzere Java konusunda en az 3 yıl deneyimli mühendis aramaktayız.,"Takım çalışmasına yatkınlık, Analitik düşünme yeteneği, İlgili teknolojilerde bilgi ve tecrübe"
Frontend Developer,Techsoft,Bursa,"Büyük veri projelerinde yer alacak, veri görselleştirme araçları konusunda deneyimli veri mühendisi arıyoruz.","Analitik düşünme yeteneği, İlgili teknolojilerde bilgi ve tecrübe, Üniversitelerin ilgili bölümlerinden mezun olmak, En az 3 yıl yazılım geliştirme deneyimi"
Web Geliştirici,Mobilify,Bursa,Yazılım departmanımızda görevlendirilmek üzere Java konusunda en az 3 yıl deneyimli mühendis aramaktayız.,"En az 3 yıl yazılım geliştirme deneyimi, Yeni teknolojileri öğrenmeye açıklık, İyi derecede İngilizce bilgisi"
Veri Analisti,Mobilify,Kocaeli,Yazılım departmanımızda görevlendirilmek üzere Java konusunda en az 3 yıl deneyimli mühendis aramaktayız.,"İyi derecede İngilizce bilgisi, Problem çözme becerisi, Yeni teknolojileri öğrenmeye açıklık"
Frontend Developer,DataTech,İstanbul,"Makine öğrenmesi projelerinde çalışacak, TensorFlow veya PyTorch kütüphanelerine hakim mühendis arayışımız vardır.","Problem çözme becerisi, Üniversitelerin ilgili bölümlerinden mezun olmak, En az 3 yıl yazılım geliştirme deneyimi, Takım çalışmasına yatkınlık, Yeni teknolojileri öğrenmeye açıklık"
Veri Mühendisi,KodaYazılım,İzmir,"Firmamız için deneyimli bir Python geliştiricisi arıyoruz. Ekip çalışmasına yatkın, problem çözme becerileri yüksek adaylar tercih edilecektir.","Problem çözme becerisi, Takım çalışmasına yatkınlık, Yeni teknolojileri öğrenmeye açıklık, En az 3 yıl yazılım geliştirme deneyimi"
Frontend Developer,VeriPlus,Ankara,"Firmamız için deneyimli bir Python geliştiricisi arıyoruz. Ekip çalışmasına yatkın, problem çözme becerileri yüksek adaylar tercih edilecektir.","Problem çözme becerisi, Analitik düşünme yeteneği, İlgili teknolojilerde bilgi ve tecrübe, Takım çalışmasına yatkınlık"
Mobil Uygulama Geliştiricisi,DataTech,Gaziantep,"Veri analizi projelerinde yer alacak, SQL ve Python bilgisine sahip adaylar tercih sebebidir.","İlgili teknolojilerde bilgi ve tecrübe, Üniversitelerin ilgili bölümlerinden mezun olmak, Yeni teknolojileri öğrenmeye açıklık"
Frontend Developer,VeriPlus,Kocaeli,"Web projeleri için HTML, CSS ve modern framework'lere hakim front-end geliştirici arıyoruz.","Yeni teknolojileri öğrenmeye açıklık, İlgili teknolojilerde bilgi ve tecrübe, Analitik düşünme yeteneği, Problem çözme becerisi"
Java Yazılım Mühendisi,VeriPlus,Kocaeli,"Firmamız için deneyimli bir Python geliştiricisi arıyoruz. Ekip çalışmasına yatkın, problem çözme becerileri yüksek adaylar tercih edilecektir.","En az 3 yıl yazılım geliştirme deneyimi, Takım çalışmasına yatkınlık, Problem çözme becerisi, Analitik düşünme yeteneği, Yeni teknolojileri öğrenmeye açıklık"
Frontend Developer,KodaYazılım,Antalya,"Firmamız için deneyimli bir Python geliştiricisi arıyoruz. Ekip çalışmasına yatkın, problem çözme becerileri yüksek adaylar tercih edilecektir.","İyi derecede İngilizce bilgisi, Problem çözme becerisi, Takım çalışmasına yatkınlık"
Veri Mühendisi,Mobilify,Eskişehir,"Veri analizi projelerinde yer alacak, SQL ve Python bilgisine sahip adaylar tercih sebebidir.","Analitik düşünme yeteneği, İyi derecede İngilizce bilgisi, Yeni teknolojileri öğrenmeye açıklık, Takım çalışmasına yatkınlık"
Java Yazılım Mühendisi,DeepAI,Antalya,"Firmamız için deneyimli bir Python geliştiricisi arıyoruz. Ekip çalışmasına yatkın, problem çözme becerileri yüksek adaylar tercih edilecektir.","Takım çalışmasına yatkınlık, İlgili teknolojilerde bilgi ve tecrübe, Analitik düşünme yeteneği, İyi derecede İngilizce bilgisi"
Mobil Uygulama Geliştiricisi,DeepAI,Ankara,Mobil uygulama geliştirme projeleri için Android ve iOS deneyimi olan geliştirici arıyoruz.,"İlgili teknolojilerde bilgi ve tecrübe, Yeni teknolojileri öğrenmeye açıklık, Takım çalışmasına yatkınlık"
Web Geliştirici,VeriPlus,İstanbul,"Veri analizi projelerinde yer alacak, SQL ve Python bilgisine sahip adaylar tercih sebebidir.","En az 3 yıl yazılım geliştirme deneyimi, Üniversitelerin ilgili bölümlerinden mezun olmak, Yeni teknolojileri öğrenmeye açıklık"
Java Yazılım Mühendisi,BüyükVeri Ltd.,İzmir,"Firmamız için deneyimli bir Python geliştiricisi arıyoruz. Ekip çalışmasına yatkın, problem çözme becerileri yüksek adaylar tercih edilecektir.","İyi derecede İngilizce bilgisi, Üniversitelerin ilgili bölümlerinden mezun olmak, Takım çalışmasına yatkınlık, Analitik düşünme yeteneği, Problem çözme becerisi"
Frontend Developer,Techsoft,Gaziantep,Mobil uygulama geliştirme projeleri için Android ve iOS deneyimi olan geliştirici arıyoruz.,"İlgili teknolojilerde bilgi ve tecrübe, Yeni teknolojileri öğrenmeye açıklık, Takım çalışmasına yatkınlık"
Python Geliştiricisi,Techsoft,Gaziantep,"Veri analizi projelerinde yer alacak, SQL ve Python bilgisine sahip adaylar tercih sebebidir.","Problem çözme becerisi, Takım çalışmasına yatkınlık, En az 3 yıl yazılım geliştirme deneyimi, İlgili teknolojilerde bilgi ve tecrübe, Analitik düşünme yeteneği"
Makine Öğrenmesi Uzmanı,DeepAI,Kocaeli,Yazılım departmanımızda görevlendirilmek üzere Java konusunda en az 3 yıl deneyimli mühendis aramaktayız.,"En az 3 yıl yazılım geliştirme deneyimi, Yeni teknolojileri öğrenmeye açıklık, İyi derecede İngilizce bilgisi"
Web Geliştirici,WebZone,İzmir,Yazılım departmanımızda görevlendirilmek üzere Java konusunda en az 3 yıl deneyimli mühendis aramaktayız.,"Problem çözme becerisi, Takım çalışmasına yatkınlık, İlgili teknolojilerde bilgi ve tecrübe"
Java Yazılım Mühendisi,DeepAI,Eskişehir,"Veri analizi projelerinde yer alacak, SQL ve Python bilgisine sahip adaylar tercih sebebidir.","Üniversitelerin ilgili bölümlerinden mezun olmak, İlgili teknolojilerde bilgi ve tecrübe, Yeni teknolojileri öğrenmeye açıklık, İyi derecede İngilizce bilgisi"
Mobil Uygulama Geliştiricisi,BüyükVeri Ltd.,Bursa,"Firmamız için deneyimli bir Python geliştiricisi arıyoruz. Ekip çalışmasına yatkın, problem çözme becerileri yüksek adaylar tercih edilecektir.","Takım çalışmasına yatkınlık, İyi derecede İngilizce bilgisi, Problem çözme becerisi"
Web Geliştirici,Techsoft,Gaziantep,"Veri analizi projelerinde yer alacak, SQL ve Python bilgisine sahip adaylar tercih sebebidir.","Problem çözme becerisi, İlgili teknolojilerde bilgi ve tecrübe, En az 3 yıl yazılım geliştirme deneyimi, Analitik düşünme yeteneği, Üniversitelerin ilgili bölümlerinden mezun olmak"
Makine Öğrenmesi Uzmanı,DataTech,Antalya,Belirtilmemiş,Belirtilmemiş
Web Geliştirici,KodaYazılım,Gaziantep,"Frontend projelerinde görev alacak, React ve JavaScript konusunda tecrübeli ekip arkadaşları arıyoruz.","İyi derecede İngilizce bilgisi, Analitik düşünme yeteneği, Yeni teknolojileri öğrenmeye açıklık"
Web Geliştirici,WebZone,İstanbul,Mobil uygulama geliştirme projeleri için Android ve iOS deneyimi olan geliştirici arıyoruz.,"Problem çözme becerisi, En az 3 yıl yazılım geliştirme deneyimi, Takım çalışmasına yatkınlık"
Frontend Developer,KodaYazılım,Gaziantep,Yazılım departmanımızda görevlendirilmek üzere Java konusunda en az 3 yıl deneyimli mühendis aramaktayız.,"İlgili teknolojilerde bilgi ve tecrübe, En az 3 yıl yazılım geliştirme deneyimi, Takım çalışmasına yatkınlık, İyi derecede İngilizce bilgisi"
Web Geliştirici,DeepAI,Bursa,Belirtilmemiş,Belirtilmemiş
Veri Mühendisi,DataTech,Antalya,"Frontend projelerinde görev alacak, React ve JavaScript konusunda tecrübeli ekip arkadaşları arıyoruz.","Analitik düşünme yeteneği, Yeni teknolojileri öğrenmeye açıklık, İyi derecede İngilizce bilgisi, Üniversitelerin ilgili bölümlerinden mezun olmak, Problem çözme becerisi"
Frontend Developer,Techsoft,Gaziantep,Mobil uygulama geliştirme projeleri için Android ve iOS deneyimi olan geliştirici arıyoruz.,"Problem çözme becerisi, Takım çalışmasına yatkınlık, Üniversitelerin ilgili bölümlerinden mezun olmak, İyi derecede İngilizce bilgisi"
Veri Analisti,BüyükVeri Ltd.,Ankara,Belirtilmemiş,Belirtilmemiş
Frontend Developer,Techsoft,Eskişehir,Belirtilmemiş,Belirtilmemiş
Web Geliştirici,WebZone,Antalya,"Web projeleri için HTML, CSS ve modern framework'lere hakim front-end geliştirici arıyoruz.","İlgili teknolojilerde bilgi ve tecrübe, Analitik düşünme yeteneği, En az 3 yıl yazılım geliştirme deneyimi"
Web Geliştirici,KodaYazılım,Eskişehir,"Firmamız için deneyimli bir Python geliştiricisi arıyoruz. Ekip çalışmasına yatkın, problem çözme becerileri yüksek adaylar tercih edilecektir.","Takım çalışmasına yatkınlık, Analitik düşünme yeteneği, En az 3 yıl yazılım geliştirme deneyimi, Üniversitelerin ilgili bölümlerinden mezun olmak, İyi derecede İngilizce bilgisi"
Mobil Uygulama Geliştiricisi,BüyükVeri Ltd.,İstanbul,"Makine öğrenmesi projelerinde çalışacak, TensorFlow veya PyTorch kütüphanelerine hakim mühendis arayışımız vardır.","Takım çalışmasına yatkınlık, Problem çözme becerisi, En az 3 yıl yazılım geliştirme deneyimi"
Frontend Developer,WebZone,İzmir,"Makine öğrenmesi projelerinde çalışacak, TensorFlow veya PyTorch kütüphanelerine hakim mühendis arayışımız vardır.","Analitik düşünme yeteneği, Takım çalışmasına yatkınlık, Problem çözme becerisi, Yeni teknolojileri öğrenmeye açıklık, İlgili teknolojilerde bilgi ve tecrübe"
Mobil Uygulama Geliştiricisi,Mobilify,Gaziantep,Belirtilmemiş,Belirtilmemiş
Python Geliştiricisi,BüyükVeri Ltd.,Bursa,Mobil uygulama geliştirme projeleri için Android ve iOS deneyimi olan geliştirici arıyoruz.,"Problem çözme becerisi, Yeni teknolojileri öğrenmeye açıklık, Analitik düşünme yeteneği, Üniversitelerin ilgili bölümlerinden mezun olmak"
Frontend Developer,Mobilify,Bursa,"Frontend projelerinde görev alacak, React ve JavaScript konusunda tecrübeli ekip arkadaşları arıyoruz.","İyi derecede İngilizce bilgisi, Takım çalışmasına yatkınlık, Yeni teknolojileri öğrenmeye açıklık, İlgili teknolojilerde bilgi ve tecrübe"
Java Yazılım Mühendisi,BüyükVeri Ltd.,Kocaeli,"Makine öğrenmesi projelerinde çalışacak, TensorFlow veya PyTorch kütüphanelerine hakim mühendis arayışımız vardır.","Problem çözme becerisi, Üniversitelerin ilgili bölümlerinden mezun olmak, Takım çalışmasına yatkınlık, Analitik düşünme yeteneği"
Python Geliştiricisi,BüyükVeri Ltd.,İstanbul,Yazılım departmanımızda görevlendirilmek üzere Java konusunda en az 3 yıl deneyimli mühendis aramaktayız.,"İlgili teknolojilerde bilgi ve tecrübe, İyi derecede İngilizce bilgisi, Yeni teknolojileri öğrenmeye açıklık, Problem çözme becerisi"
Mobil Uygulama Geliştiricisi,BüyükVeri Ltd.,Eskişehir,"Makine öğrenmesi projelerinde çalışacak, TensorFlow veya PyTorch kütüphanelerine hakim mühendis arayışımız vardır.","Üniversitelerin ilgili bölümlerinden mezun olmak, Problem çözme becerisi, Yeni teknolojileri öğrenmeye açıklık, İyi derecede İngilizce bilgisi, En az 3 yıl yazılım geliştirme deneyimi"
